djk_id	djk_text	eng_id	eng_text
8678	Namo Masaa Jesesi waka go doo a peesi den e kai Oleifi Mongo. Na ape a siton, ne den bakaman fi en waka go doo ne en anda tu. A di den wawan de ape anga Masaa Jesesi, ne den akisi en taki: “I sa taigi wi on ten a toli di i taki de o pasa? Soseefi, i sa taigi wi san na a ten, di yu o kon anga a kaba fu goontapu tu?”	8678	And as he sat upon the mount of Olives, the disciples came unto him privately, saying, Tell us, when shall these things be? and what shall be the sign of thy coming, and of the end of the world?
8679	We, ne Masaa Jesesi wasikoi den taki: “Wan sani! U mu e luku bun namo! U mu luku bun, fu sama á fende pasi koli u kisi!	8679	And Jesus answered and said unto them, Take heed that no man deceive you.
8680	Bika somen sama o kon enke na den na a Kelestesi. Na so den o wooko anga mi nen, fu koli sama kisi. Da den o fende somen sama, koli waka a den baka.	8680	For many shall come in my name, saying, I am Christ; and shall deceive many.
8681	Soseefi oloku sa e bali na ala se fu goontapu. Ma u á mu dyombo fu dati. Bika ala den sani ya mu pasa leti so. Ma toku, da a ná kaba yuu fu goontapu doo ape ete.	8681	And ye shall hear of wars and rumours of wars: see that ye be not troubled: for all these things must come to pass, but the end is not yet.
8682	Bika foluku o feti ete anga foluku. Soseefi den kondee anga kondee fu goontapu sa e feti anga denseefi. Gaan angiiten o naki somen peesi fu goontapu tu. Soseefi doti o go e seke e piiti son pisi fu goontapu.	8682	For nation shall rise against nation, and kingdom against kingdom: and there shall be famines, and pestilences, and earthquakes, in divers places.
8683	Ma ala den sowtu banowtu ya na bigin fu a gaan banowtu ten, di de fu kon seefi. Bika a banowtu fu goontapu o waka enke a hii banowtu di wan bee uman e fii.	8683	All these are the beginning of sorrows.
8684	“Soseefi sama o poti u a kuutu fesi, fu di u e biibi mi ede. Den o pina u, te enke den e kii u seefi. Bika a ten de, da ala sama o buuse u, fu mi ede.	8684	Then shall they deliver you up to be afflicted, and shall kill you: and ye shall be hated of all nations for my name's sake.
8685	Da somen biibisama o lasi biibi a mi. Soseefi, son biibisama o sete buuse taa biibiwan. Soseefi biibiwan o de, di o tyai taawan go konkuu gi sama di nái biibi mi.	8685	And then shall many be offended, and shall betray one another, and shall hate one another.
8686	Soseefi, yu o abi sama di o meke enke na den na apaiti takiman fu Masaa Gadu. Da den o fende somen sama koli poti e biibi den.	8686	And many false prophets shall rise, and shall deceive many.
8687	We, fu di a ten sa e ogii so naamo, da somen sama o kaba fu wooko anga lobi fu taawan.	8687	And because iniquity shall abound, the love of many shall wax cold.
8688	Ma ala sama di sa tei ati fu oli doo sa fende a libi fu tego.	8688	But he that shall endure unto the end, the same shall be saved.
8689	Da a Bun Nyunsu di e taki fu a Nyun Tii fu Masaa Gadu seefi mu paati, doo hii goontapu, fu ala sama yee en. Fosi, da a kaba yuu fu goontapu sa kon.”	8689	And this gospel of the kingdom shall be preached in all the world for a witness unto all nations; and then shall the end come.
8690	Soseefi Masaa Jesesi taki ete taki: “Ma boiti ala san mi taki de, da wan taa ogii o pasa na a ten de tu, di o dyombo sama. Bika ogii ati sama o kon poli a apaiti peesi fu a Mama Keliki wan tuutuu fasi. Den o kon poti wan sani di á fiti ape. Ala dati o waka enke fa a apaiti takiman fu Masaa Gadu di den e kai Daniyeli be sikiifi a fositen taki, dati musu fu pasa.” A sama di e leisi a sani ya, mu leisi en bunbun fu fusutan san ai leisi.	8690	When ye therefore shall see the abomination of desolation, spoken of by Daniel the prophet, stand in the holy place, (whoso readeth, let him understand:)
8691	Ne Masaa Jesesi taki go doo taki: “Te a ogii de o pasa kaba, da u á mu lasi ten e daai daai a ganda ya moo. Ma u mu lon komoto ape wanten wanten gwe. Meke sama di de a Judeja pisiwataa lowe go kibii, a den mongo.	8691	Then let them which be in Judaea flee into the mountains:
8692	Soseefi sama di sidon a osu, a sodoo á mu saka go daai daai a ini osu, fu suku sani tyai lowe tu.	8692	Let him which is on the housetop not come down to take any thing out of his house:
8693	Soseefi, sama di o de a goon e wooko, á mu go a osu go lasi ten, fu teke koosi tyai lowe tu.	8693	Neither let him which is in the field return back to take his clothes.
8694	A hii takuu ten de, sa tyali gi den uman di de anga bee, na a ten de. Soseefi a sa tyali tu, fu den mma di abi pikin a bobi, na a ten de.	8694	And woe unto them that are with child, and to them that give suck in those days!
8695	Ma soseefi, da u mu begi taki, a takuu ten de á kai na a koo pisiten fu a yali. Soseefi, u mu begi, fu a á kai a wan kina dei.	8695	But pray ye that your flight be not in the winter, neither on the sabbath day:
8696	Bika goontapu o toon wan gaan banowtu peesi, fu tan. A sa de a moo taanga ten, fu senten goontapu meke, te kon miti nownow. Soseefi, da noiti moo sowan taanga ten sa kon tu.	8696	For then shall be great tribulation, such as was not since the beginning of the world to this time, no, nor ever shall be.
8697	Ma na fu den biibisama ede, meke Masaa Gadu satu a hii banowtu ten ya. Bika efu Masaa Gadu á be du dati, da ná wan sama be o fika a libi.	8697	And except those days should be shortened, there should no flesh be saved: but for the elect's sake those days shall be shortened.
8698	“Da efu wan sama taigi u taki: ‘Luku, a Kelestesi leti ya!’ ofu ‘A Kelestesi de so!’ U á mu biibi den, kweti kweti!	8698	Then if any man shall say unto you, Lo, here is Christ, or there; believe it not.
8699	Bika somen sama o opo e kai denseefi a Kelestesi. Soseefi, sama o opo e pee gaan apaiti takiman fu Masaa Gadu. Da den sa e du somen gaan foondoo sani. Da efu a be kan, da den be o koli den sama fu Masaa Gadu, di a teke toon fi en seefi tu.”	8699	For there shall arise false Christs, and false prophets, and shall shew great signs and wonders; insomuch that, if it were possible, they shall deceive the very elect.
8700	Ne Masaa Jesesi taigi den baka taki: “U luku! Mi taigi u ala den sani ya a fesi!	8700	Behold, I have told you before.
8701	“Bika sama sa kon taigi u taki: ‘A Kelestesi kon, meke u go luku en a ini a gaan sabana ini.’ Soseefi den sa taki: ‘A Kelestesi kon, meke u go luku en a wan kibii kibii peesi.’ U á mu biibi den seefi seefi!	8701	Wherefore if they shall say unto you, Behold, he is in the desert; go not forth: behold, he is in the secret chambers; believe it not.
8702	Bika, te a Manpikin di saka kon toon libisama ya o kon baka, da a ná o de wan kibii sani. A o de kiinkiin fu ala sama fu goontapu si. A o de leti enke te tapu koti faya na a se fu san opo, da den e si en, a te na se fu san dongo.	8702	For as the lightning cometh out of the east, and shineth even unto the west; so shall also the coming of the Son of man be.
8703	Na pe wan meti dede fika, na a pe tingi foo e kon.”	8703	For wheresoever the carcase is, there will the eagles be gathered together.
8704	Soseefi Masaa Jesesi taki go doo taki: “Te di ala a hii banowtu ten ya o pasa, ‘da a san fesi o dunguu. Da a mun ná o kiin peesi moo tu. Da den sitali di de a tapu o komoto a den peesi kai. Soseefi ala sani fu tapu o seke komoto a den tanpeesi.’	8704	Immediately after the tribulation of those days shall the sun be darkened, and the moon shall not give her light, and the stars shall fall from heaven, and the powers of the heavens shall be shaken:
8705	“Bakadati, da wan maiki o soi a tapu taki, a Manpikin di saka kon toon libisama ya e kon. Da den sama fu goontapu o biti finga anga tyali tuutuu te, da den á sabi san fu du. Bika a o kon anga ala a makiti, anga ala a dyendee di Masaa Gadu abi.	8705	And then shall appear the sign of the Son of man in heaven: and then shall all the tribes of the earth mourn, and they shall see the Son of man coming in the clouds of heaven with power and great glory.
8706	Soseefi, da wan gaan tutu o piki a tapu tu. Da a o sende den Basiya fu Masaa Gadu Kondee di e dini en, kon a goontapu, fu piki ala den sama fi en, puu na ala uku fu goontapu tyai kon ne en.”	8706	And he shall send his angels with a great sound of a trumpet, and they shall gather together his elect from the four winds, from one end of heaven to the other.
8707	We, ne Masaa Jesesi taigi den baka taki: “A figasii bon sa leli u wan sani. Te den taka fu a bon ya kengi teke nyun uwii, da u sabi taki, moi ten fu a yali e kon.	8707	Now learn a parable of the fig tree; When his branch is yet tender, and putteth forth leaves, ye know that summer is nigh:
8708	We, te u si ala den sani di mi taki ya e pasa tu, da u mu sabi taki, kaba yuu fu goontapu de koosube fu kon tu.	8708	So likewise ye, when ye shall see all these things, know that it is near, even at the doors.
8709	Fu tuutuu mi e taigi u, den paansu sama ya ná o dede fosi den sani di mi e taigi u ya pasa.	8709	Verily I say unto you, This generation shall not pass, till all these things be fulfilled.
8710	Bika goontapu anga ala taa sani, di de sa kaba wan dei. Ma den wowtu di mi taki o tan go doo, fu tego.”	8710	Heaven and earth shall pass away, but my words shall not pass away.
8711	Soseefi Masaa Jesesi soi den ete taki: “Ala san mi taki ya o pasa. Ma sama á sabi a dei di den o pasa, boiti mi Tata, Masaa Gadu a tapu wawan. A Manpikin seefi anga den Basiya fu Masaa Gadu Kondee di e dini Masaa Gadu seefi á sabi a dei tu.	8711	But of that day and hour knoweth no man, no, not the angels of heaven, but my Father only.
8712	“Ma mi sa taigi u namo fa ala sani o waka a goontapu fosi a konbaka fu a Manpikin di saka kon toon libisama ya. Sani o waka enke fa a be waka na a ten fu Nowa.	8712	But as the days of Noe were, so shall also the coming of the Son of man be.
8713	Den sama á be wani teke a wasikoi fu Nowa. Ma den be e libi takuu go doo, enke fa den be gwenti. Soso nyan anga diingi anga toow sani be de a den ede. Ma wan dei, ne Nowa doo ede saa, go a ini a gaan boto di a be meke.	8713	For as in the days that were before the flood they were eating and drinking, marrying and giving in marriage, until the day that Noe entered into the ark,
8714	Toku den sama á be teke a wasikoi ete taki, sani o kon miti den. We, ne gaan alen kai tyai wataa kon sungu goontapu, kaba den a soso. Na soseefi o pasa a goontapu, fu te enke a Manpikin di saka kon toon libisama ya sa daai kon doo baka tu.	8714	And knew not until the flood came, and took them all away; so shall also the coming of the Son of man be.
8715	“A yuu di a o kon, da yu o abi tu manengee de makandii e wooko goon. Te fu den denki, da a o teke wan, ma a taawan a o fika a baka ya.	8715	Then shall two be in the field; the one shall be taken, and the other left.
8716	Soseefi, tu uman seefi o de makandii e mii bolon. Te fu den denki, mi teke wan, ma a taawan a o fika a baka ya.	8716	Two women shall be grinding at the mill; the one shall be taken, and the other left.
8717	We, da u dati sabi fa sani o waka kaba. Da u mu de seeka seeka kele kele, sidon anga ain e luku mi. Bika u á sabi on dei na a dei, di a Masaa fu u o kon baka.	8717	Watch therefore: for ye know not what hour your Lord doth come.
8718	“Bika kon u taki, wan sama be sa sabi on yuu fu neti fufuuman o kon fufuu en, da i denki a á be sa de anga ain e lulu en?	8718	But know this, that if the goodman of the house had known in what watch the thief would come, he would have watched, and would not have suffered his house to be broken up.
8719	Weeno! Ma u dati á sabi on yuu a Manpikin di saka kon toon libisama ya o kon baka. Na dati meke u mu de anga ain, seeka seeka e luku en. Bika a o kon wan yuu di u á poti pakisei.”	8719	Therefore be ye also ready: for in such an hour as ye think not the Son of man cometh.
8720	Soseefi Masaa Jesesi taki ete taki: “U aliki ya! Wan masaa fu wan osu be fika en hii osu a baka gi wan futuboi, fu gi ala taa sama a ini a osu nyanyan, na a leti yuu. A futuboi ya be e wooko fitoow fasi, soseefi ai wooko leti.	8720	Who then is a faithful and wise servant, whom his lord hath made ruler over his household, to give them meat in due season?
8721	We, te a masaa kon doo baka, da seigi o de gi a futuboi de. A masaa o pai en gaan paiman, efu a si taki: ‘Aai! A futuboi ya e wooko enke fa a fiti gi mi.’	8721	Blessed is that servant, whom his lord when he cometh shall find so doing.
8722	Da fu tuu, mi e taigi u, a masaa de o poti a futuboi toon a basi di e luku ala en gudu gi en. Na so a masaa ya o du.	8722	Verily I say unto you, That he shall make him ruler over all his goods.
8723	Ma meke u taki, a futuboi be pakisei takuu taki: ‘Mi masaa ná o kon ete.’ Namo, ne a go bigin nyan, diingi makandii anga duunguman. Soseefi ai fon den taawan a ini a osu fu a masaa. Da san be o pasa anga en?	8723	But and if that evil servant shall say in his heart, My lord delayeth his coming;
8724	We, da a masaa be o kon wan dei di a futuboi ya á poti pakisei. Bika a futuboi seefi á be sabi on dei a masaa o kon baka.	8724	The lord of that servant shall come in a day when he looketh not for him, and in an hour that he is not aware of,
8725	Da a masaa be o gi en a seefi sitaafu di ala takuu ati sama mu kisi. Dati wani taki, enseefi o biti finga na a peesi pe soso kaw tifi anga tyali de.”	8725	And shall cut him asunder, and appoint him his portion with the hypocrites: there shall be weeping and gnashing of teeth.
8726	We, ne Masaa Jesesi gi den wan ageisi toli, fu soi fa a Nyun Tii fu Masaa Gadu tan. A taki: “A Nyun Tii fu Masaa Gadu a tapu gei tin pikin umanpikin, di mu go teke a man di o toow fu tyai kon a pe a toow uman de. We, ne den seeka teke den lampu, ne den e go.	8726	Then shall the kingdom of heaven be likened unto ten virgins, which took their lamps, and went forth to meet the bridegroom.
8727	Ma namo, da feifi fu den be waka wan don fasi. Bika, den tyai den lampu, ma den á tyai oli moo enke di de a ini den lampu namo.	8727	And five of them were wise, and five were foolish.
8728	Ma den feifi taawan be waka wan koni fasi anga ala fusutan. Bika boiti a oli di de a ini den lampu, da den tyai taa oli ete a ini bataa.	8728	But the wise took oil in their vessels with their lamps.
8729	“We, na so den go miti a man di o toow. Ma di den go, da a man daai daai wan pisiten fosi a kon. Na so den de ape te, siibi bigin kii den. Ne den kai a siibi.	8729	While the bridegroom tarried, they all slumbered and slept.
8730	We, ne den siibi te, mindii neti, ne den yee wan balibali taki: ‘U opo! U opo! A toow man e kon. U opo go miti en.’	8730	And at midnight there was a cry made, Behold, the bridegroom cometh; go ye out to meet him.
8731	“We, ne ala den tin pikin umanpikin opo gwugwulu. Ne den kisi den lampu fu den, wai kon seeka poti bun.	8731	Then all those virgins arose, and trimmed their lamps.
